Date,Time,Home,Away,Home LINE,Away LINE,Home Win,Away Win,Pick,Pick value,BH Away,BH Home,Away%,Home%,Away Team,Away Edge,Home Team,Home Edge,Risk,Result,Result Unit,Away Team,Home Team,MP Away,,,,MP Home,MP Away,MP Home,MP Away Edge,MP Home edge,Team,Risk,Result,
10/22/2018,10:05 PM,Vancouver Canucks,Washington Capitals,127,-140,36.79%,63.21%,Washington Capitals -140,3.21%,-140,127,58.33%,44.05%,Washington Capitals,4.88%,Vancouver Canucks,-7.26%,122,W,4.88,,,,,,,,,,,,,,,
10/23/2018,7:05 PM,New York Rangers,Florida Panthers,117,-129,41.07%,58.93%,Florida Panthers -129,3.73%,-129,117,56.33%,46.08%,Florida Panthers,2.60%,New York Rangers,-5.01%,,L,,,,,,,,,,,,,,,,
10/23/2018,7:35 PM,Ottawa Senators,Boston Bruins,138,-153,46.14%,53.86%,Ottawa Senators 138,4.64%,-153,138,60.47%,42.02%,Boston Bruins,-6.61%,Ottawa Senators,4.12%,103,L,-4.12,,,,,,,,,,,,,,,
10/23/2018,8:05 PM,Nashville Predators,San Jose Sharks,-134,121,56.94%,43.06%,Nashville Predators -134,0.84%,121,-134,45.25%,57.26%,San Jose Sharks,-2.19%,Nashville Predators,-0.32%,,,,,,,,,,,,,,,,,,
10/23/2018,8:35 PM,Chicago Blackhawks,Anaheim Ducks,-138,125,61.80%,38.20%,Chicago Blackhawks -138,3.00%,125,-138,44.44%,57.98%,Anaheim Ducks,-6.24%,Chicago Blackhawks,3.82%,95,W,3.82,,,,,,,,,,,,,,,
10/23/2018,9:05 PM,Edmonton Oilers,Pittsburgh Penguins,108,-119,43.90%,56.10%,Pittsburgh Penguins -119,1.30%,-119,108,54.34%,48.08%,Pittsburgh Penguins,1.76%,Edmonton Oilers,-4.18%,,,,,,,,,,,,,,,,,,
10/24/2018,7:05 PM,Winnipeg Jets,Toronto Maple Leafs,-123,111,57.79%,42.21%,Winnipeg Jets -123,3.29%,111,-123,47.39%,55.16%,Toronto Maple Leafs,-5.18%,Winnipeg Jets,2.63%,,L,,,,,,,,,,,,,,,,
10/24/2018,7:05 PM,New York Islanders,Florida Panthers,-106,-104,56.08%,43.92%,New York Islanders -106,2.98%,-104,-106,50.98%,51.46%,Florida Panthers,-7.06%,New York Islanders,4.62%,116,L,-4.9,,,,,,,,,,,,,,,
10/24/2018,9:45 PM,Colorado Avalanche,Tampa Bay Lightning,111,-123,52.50%,47.50%,Colorado Avalanche 111,3.70%,-123,111,55.16%,47.39%,Tampa Bay Lightning,-7.66%,Colorado Avalanche,5.11%,128,L,-5.11,,,,,,,,,,,,,,,
10/24/2018,10:05 PM,Vegas Golden Knights,Vancouver Canucks,-270,239,63.78%,36.22%,Vancouver Canucks 239,3.92%,239,-270,29.50%,72.97%,Vancouver Canucks,6.72%,Vegas Golden Knights,-9.19%,168,W,16.06,,,,,,,,,,,,,,,
10/25/2018,7:05 PM,New Jersey Devils,Nashville Predators,-101,-109,41.84%,58.16%,Nashville Predators -109,4.26%,-109,-101,52.15%,50.25%,Nashville Predators,6.01%,New Jersey Devils,-8.41%,150,W,6.01,,,,,,,,,,,,,,,
10/25/2018,8:05 PM,St. Louis Blues,Columbus Blue Jackets,-133,120,50.30%,49.70%,Columbus Blue Jackets 120,1.90%,120,-133,45.45%,57.08%,Columbus Blue Jackets,4.25%,St. Louis Blues,-6.78%,106,W,5.09,,,,,,,,,,,,,,,
10/25/2018,8:35 PM,Dallas Stars,Anaheim Ducks,-150,136,65.84%,34.16%,Dallas Stars -150,4.34%,136,-150,42.37%,60.00%,Anaheim Ducks,-8.21%,Dallas Stars,5.84%,146,W,5.84,,,,,,,,,,,,,,,
10/25/2018,9:05 PM,Edmonton Oilers,Washington Capitals,-100,-110,45.41%,54.59%,Washington Capitals -110,0.49%,-110,-100,52.38%,50.00%,Washington Capitals,2.21%,Edmonton Oilers,-4.59%,,L,,,,,,,,,,,,,,,,
10/25/2018,9:05 PM,Calgary Flames,Pittsburgh Penguins,-110,100,49.44%,50.56%,Pittsburgh Penguins 100,1.06%,100,-110,50.00%,52.38%,Pittsburgh Penguins,0.56%,Calgary Flames,-2.94%,,,,,,,,,,,,,,,,,,
10/25/2018,10:05 PM,Arizona Coyotes,Vancouver Canucks,-214,192,63.35%,36.65%,Vancouver Canucks 192,0.45%,192,-214,34.25%,68.15%,Vancouver Canucks,2.40%,Arizona Coyotes,-4.80%,,L,,,,,,,,,,,,,,,,
10/26/2018,7:35 PM,Carolina Hurricanes,San Jose Sharks,-105,-105,55.40%,44.60%,Carolina Hurricanes -105,4.90%,-105,-105,51.22%,51.22%,San Jose Sharks,-6.62%,Carolina Hurricanes,4.18%,105,W,4.18,,,,,,,,,,,,,,,
10/27/2018,12:05 PM,New Jersey Devils,Florida Panthers,-128,116,55.88%,44.12%,New Jersey Devils -128,0.48%,116,-128,46.30%,56.14%,Florida Panthers,-2.18%,New Jersey Devils,-0.26%,,,,,,,,,,,,,,,,,,
10/27/2018,1:05 PM,Philadelphia Flyers,New York Islanders,-169,152,57.09%,42.91%,New York Islanders 152,1.21%,152,-169,39.68%,62.83%,New York Islanders,3.23%,Philadelphia Flyers,-5.74%,81,W,4.91,,,,,,,,,,,,,,,
10/27/2018,3:05 PM,Nashville Predators,Edmonton Oilers,-200,180,67.12%,32.88%,Nashville Predators -200,1.02%,180,-200,35.71%,66.67%,Edmonton Oilers,-2.83%,Nashville Predators,0.45%,,,,,,,,,,,,,,,,,,
10/27/2018,4:05 PM,Calgary Flames,Washington Capitals,-116,105,50.03%,49.97%,Washington Capitals 105,0.67%,105,-116,48.78%,53.70%,Washington Capitals,1.19%,Calgary Flames,-3.67%,,,,,,,,,,,,,,,,,,
10/27/2018,7:05 PM,Boston Bruins,Montreal Canadiens,-161,145,57.17%,42.83%,Montreal Canadiens 145,2.83%,145,-161,40.82%,61.69%,Montreal Canadiens,2.01%,Boston Bruins,-4.52%,,W,,,,,,,,,,,,,,,,
10/27/2018,7:05 PM,Columbus Blue Jackets,Buffalo Sabres,-195,175,59.03%,40.97%,Buffalo Sabres 175,3.97%,175,-195,36.36%,66.10%,Buffalo Sabres,4.61%,Columbus Blue Jackets,-7.07%,115,L,-4.61,,,,,,,,,,,,,,,
10/27/2018,7:10 PM,Toronto Maple Leafs,Winnipeg Jets,-137,124,63.39%,36.61%,Toronto Maple Leafs -137,4.39%,124,-137,44.64%,57.81%,Winnipeg Jets,-8.03%,Toronto Maple Leafs,5.58%,140,W,5.58,,,,,,,,,,,,,,,
10/27/2018,8:05 PM,Minnesota Wild,Colorado Avalanche,-155,140,57.29%,42.71%,Colorado Avalanche 140,0.51%,140,-155,41.67%,60.78%,Colorado Avalanche,1.04%,Minnesota Wild,-3.49%,,,,,,,,,,,,,,,,,,
10/28/2018,3:35 PM,Los Angeles Kings,New York Rangers,-154,139,59.31%,40.69%,New York Rangers 139,0.39%,139,-154,41.84%,60.63%,New York Rangers,-1.15%,Los Angeles Kings,-1.32%,,,,,,,,,,,,,,,,,,
10/28/2018,5:05 PM,Carolina Hurricanes,New York Islanders,-219,196,67.28%,32.72%,Carolina Hurricanes -219,0.48%,196,-219,33.78%,68.65%,New York Islanders,-1.06%,Carolina Hurricanes,-1.37%,,,,,,,,,,,,,,,,,,
10/28/2018,6:05 PM,Chicago Blackhawks,Edmonton Oilers,-105,-105,57.27%,42.73%,Chicago Blackhawks -105,4.67%,-105,-105,51.22%,51.22%,Edmonton Oilers,-8.49%,Chicago Blackhawks,6.05%,151,L,-6.35,,,,,,,,,,,,,,,
10/28/2018,8:05 PM,Vegas Golden Knights,Ottawa Senators,-220,197,61.22%,38.78%,Ottawa Senators 197,4.88%,197,-220,33.67%,68.75%,Ottawa Senators,5.11%,Vegas Golden Knights,-7.53%,128,L,-5.11,,,,,,,,,,,,,,,
10/29/2018,10:05 PM,Vancouver Canucks,Minnesota Wild,153,-170,38.12%,61.88%,Minnesota Wild -170,0.78%,-170,153,62.96%,39.53%,Minnesota Wild,-1.08%,Vancouver Canucks,-1.41%,,,,,,,,,,,,,,,,,,
10/30/2018,7:05 PM,Carolina Hurricanes,Boston Bruins,-127,115,60.04%,39.96%,Carolina Hurricanes -127,4.24%,115,-127,46.51%,55.95%,Boston Bruins,-6.55%,Carolina Hurricanes,4.09%,102,L,-5.2,,,,,,,,,,,,,,,
10/30/2018,7:05 PM,Pittsburgh Penguins,New York Islanders,-196,176,68.15%,31.85%,Pittsburgh Penguins -196,0.55%,176,-196,36.23%,66.22%,New York Islanders,-4.38%,Pittsburgh Penguins,1.93%,,,,,,,,,,,,,,,,,,
10/30/2018,7:05 PM,Buffalo Sabres,Calgary Flames,-116,105,55.37%,44.63%,Buffalo Sabres -116,2.07%,105,-116,48.78%,53.70%,Calgary Flames,-4.15%,Buffalo Sabres,1.67%,,,,,,,,,,,,,,,,,,
10/30/2018,7:35 PM,Tampa Bay Lightning,New Jersey Devils,-153,138,64.89%,35.11%,Tampa Bay Lightning -153,3.09%,138,-153,42.02%,60.47%,New Jersey Devils,-6.91%,Tampa Bay Lightning,4.42%,110,W,4.42,,,,,,,,,,,,,,,
10/30/2018,8:05 PM,Nashville Predators,Vegas Golden Knights,-174,157,62.56%,37.44%,Nashville Predators -174,1.06%,157,-174,38.91%,63.50%,Vegas Golden Knights,-1.47%,Nashville Predators,-0.94%,,,,,,,,,,,,,,,,,,
10/30/2018,9:05 PM,Edmonton Oilers,Minnesota Wild,-130,118,58.95%,41.05%,Edmonton Oilers -130,2.45%,118,-130,45.87%,56.52%,Minnesota Wild,-4.82%,Edmonton Oilers,2.43%,,L,,,,,,,,,,,,,,,,
10/30/2018,10:05 PM,Anaheim Ducks,Philadelphia Flyers,-108,-102,54.11%,45.89%,Anaheim Ducks -108,0.61%,-102,-108,50.50%,51.92%,Philadelphia Flyers,-4.61%,Anaheim Ducks,2.19%,,L,,,,,,,,,,,,,,,,
10/30/2018,10:05 PM,Arizona Coyotes,Ottawa Senators,-200,180,69.57%,30.43%,Arizona Coyotes -200,4.57%,180,-200,35.71%,66.67%,Ottawa Senators,-5.28%,Arizona Coyotes,2.90%,,W,,,,,,,,,,,,,,,,
10/31/2018,10:05 PM,Vancouver Canucks,Chicago Blackhawks,106,-117,42.93%,57.07%,Chicago Blackhawks -117,1.47%,-117,106,53.92%,48.54%,Chicago Blackhawks,3.15%,Vancouver Canucks,-5.61%,79,L,-3.69,,,,,,,,,,,,,,,
11/1/2018,7:05 PM,Toronto Maple Leafs,Dallas Stars,-147,133,59.80%,40.20%,Toronto Maple Leafs -147,1.00%,133,-147,42.92%,59.51%,Dallas Stars,-2.72%,Toronto Maple Leafs,0.29%,,,,,,,,,,,,,,,,,,
11/1/2018,7:05 PM,New York Islanders,Pittsburgh Penguins,140,-155,35.81%,64.19%,Pittsburgh Penguins -155,2.69%,-155,140,60.78%,41.67%,Pittsburgh Penguins,3.41%,New York Islanders,-5.86%,85,L,-5.28,,,,,,,,,,,,,,,
11/1/2018,7:35 PM,Ottawa Senators,Buffalo Sabres,113,-125,44.23%,55.77%,Buffalo Sabres -125,0.97%,-125,113,55.56%,46.95%,Buffalo Sabres,0.21%,Ottawa Senators,-2.72%,,,,,,,,,,,,,,,,,,
11/1/2018,7:35 PM,Montreal Canadiens,Washington Capitals,115,-127,52.10%,47.90%,Montreal Canadiens 115,4.50%,-127,115,55.95%,46.51%,Washington Capitals,-8.05%,Montreal Canadiens,5.59%,140,W,5.59,,,,,,,,,,,,,,,
11/1/2018,7:35 PM,Tampa Bay Lightning,Nashville Predators,-118,107,54.76%,45.24%,Tampa Bay Lightning -118,1.66%,107,-118,48.31%,54.13%,Nashville Predators,-3.07%,Tampa Bay Lightning,0.63%,,,,,,,,,,,,,,,,,,
11/1/2018,8:05 PM,St. Louis Blues,Vegas Golden Knights,-118,107,50.48%,49.52%,Vegas Golden Knights 107,3.02%,107,-118,48.31%,54.13%,Vegas Golden Knights,1.21%,St. Louis Blues,-3.65%,,,,,,,,,,,,,,,,,,
11/1/2018,9:05 PM,Calgary Flames,Colorado Avalanche,-114,103,51.79%,48.21%,Colorado Avalanche 103,0.61%,103,-114,49.26%,53.27%,Colorado Avalanche,-1.05%,Calgary Flames,-1.48%,,,,,,,,,,,,,,,,,,
11/1/2018,9:05 PM,Edmonton Oilers,Chicago Blackhawks,-160,144,65.41%,34.59%,Edmonton Oilers -160,4.61%,144,-160,40.98%,61.54%,Chicago Blackhawks,-6.39%,Edmonton Oilers,3.87%,97,W,3.87,,,,,,,,,,,,,,,
11/1/2018,10:05 PM,Anaheim Ducks,New York Rangers,-158,143,64.32%,35.68%,Anaheim Ducks -158,5.12%,143,-158,41.15%,61.24%,New York Rangers,-5.47%,Anaheim Ducks,3.08%,77,L,-4.87,,,,,,,,,,,,,,,
11/1/2018,10:35 PM,Los Angeles Kings,Philadelphia Flyers,-120,109,49.31%,50.69%,Philadelphia Flyers 109,2.89%,109,-120,47.85%,54.55%,Philadelphia Flyers,2.84%,Los Angeles Kings,-5.24%,,W,,,,,,,,,,,,,,,,
11/1/2018,10:35 PM,San Jose Sharks,Columbus Blue Jackets,-157,142,62.63%,37.37%,San Jose Sharks -157,1.43%,142,-157,41.32%,61.09%,Columbus Blue Jackets,-3.95%,San Jose Sharks,1.54%,,,,,,,,,,,,,,,,,,
11/2/2018,10:05 PM,Vancouver Canucks,Colorado Avalanche,127,-140,41.31%,58.69%,Colorado Avalanche -140,1.29%,-140,127,58.33%,44.05%,Colorado Avalanche,0.36%,Vancouver Canucks,-2.74%,,,,,,,,,,,,,,,,,,
11/2/2018,10:05 PM,Arizona Coyotes,Carolina Hurricanes,101,-111,43.82%,56.18%,Carolina Hurricanes -111,2.68%,-111,101,52.61%,49.75%,Carolina Hurricanes,3.57%,Arizona Coyotes,-5.93%,89,L,-3.97,,,,,,,,,,,,,,,
11/3/2018,3:05 PM,Buffalo Sabres,Ottawa Senators,-169,152,64.53%,35.47%,Buffalo Sabres -169,2.53%,152,-169,39.68%,62.83%,Ottawa Senators,-4.21%,Buffalo Sabres,1.70%,,,,,,,,,,,,,,,,,,
11/3/2018,8:05 PM,New York Islanders,New Jersey Devils,-100,-110,53.62%,46.38%,New York Islanders -100,4.12%,-110,-100,52.38%,50.00%,New Jersey Devils,-6.00%,New York Islanders,3.62%,91,W,3.62,,,,,,,,,,,,,,,
11/3/2018,8:05 PM,Montreal Canadiens,Tampa Bay Lightning,113,-125,38.90%,61.10%,Tampa Bay Lightning -125,5.20%,-125,113,55.56%,46.95%,Tampa Bay Lightning,5.54%,Montreal Canadiens,-8.05%,139,W,5.54,,,,,,,,,,,,,,,
11/3/2018,8:05 PM,Washington Capitals,Dallas Stars,-144,130,63.03%,36.97%,Washington Capitals -144,3.33%,130,-144,43.48%,59.02%,Dallas Stars,-6.51%,Washington Capitals,4.01%,100,L,-5.78,,,,,,,,,,,,,,,
11/3/2018,8:05 PM,Pittsburgh Penguins,Toronto Maple Leafs,-138,125,60.90%,39.10%,Pittsburgh Penguins -138,4.40%,125,-138,44.44%,57.98%,Toronto Maple Leafs,-5.34%,Pittsburgh Penguins,2.92%,,L,,,,,,,,,,,,,,,,
11/3/2018,9:05 PM,St. Louis Blues,Minnesota Wild,-116,105,51.14%,48.86%,Minnesota Wild 105,0.76%,105,-116,48.78%,53.70%,Minnesota Wild,0.08%,St. Louis Blues,-2.56%,,,,,,,,,,,,,,,,,,
11/3/2018,9:05 PM,Nashville Predators,Boston Bruins,-145,131,62.29%,37.71%,Nashville Predators -145,3.79%,131,-145,43.29%,59.18%,Boston Bruins,-5.58%,Nashville Predators,3.11%,78,W,3.11,,,,,,,,,,,,,,,
11/3/2018,11:05 PM,Calgary Flames,Chicago Blackhawks,-127,115,61.09%,38.91%,Calgary Flames -127,3.69%,115,-127,46.51%,55.95%,Chicago Blackhawks,-7.60%,Calgary Flames,5.14%,129,W,5.14,,,,,,,,,,,,,,,
11/3/2018,11:05 PM,Vegas Golden Knights,Carolina Hurricanes,-133,120,52.31%,47.69%,Carolina Hurricanes 120,1.19%,120,-133,45.45%,57.08%,Carolina Hurricanes,2.24%,Vegas Golden Knights,-4.77%,,L,,,,,,,,,,,,,,,,
11/4/2018,7:05 PM,New York Rangers,Buffalo Sabres,-129,117,54.21%,45.79%,Buffalo Sabres 117,0.79%,117,-129,46.08%,56.33%,Buffalo Sabres,-0.29%,New York Rangers,-2.12%,,,,,,,,,,,,,,,,,,
11/4/2018,9:05 PM,Anaheim Ducks,Columbus Blue Jackets,-120,109,50.68%,49.32%,Columbus Blue Jackets 109,0.82%,109,-120,47.85%,54.55%,Columbus Blue Jackets,1.47%,Anaheim Ducks,-3.87%,,,,,,,,,,,,,,,,,,
11/5/2018,7:05 PM,Pittsburgh Penguins,New Jersey Devils,-157,142,65.17%,34.83%,Pittsburgh Penguins -157,2.67%,142,-157,41.32%,61.09%,New Jersey Devils,-6.49%,Pittsburgh Penguins,4.08%,102,L,-6.41,,,,,,,,,,,,,,,
11/5/2018,7:05 PM,Washington Capitals,Edmonton Oilers,-126,114,52.16%,47.84%,Edmonton Oilers 114,2.64%,114,-126,46.73%,55.75%,Edmonton Oilers,1.11%,Washington Capitals,-3.59%,,,,,,,,,,,,,,,,,,
11/5/2018,7:05 PM,New York Islanders,Montreal Canadiens,-125,113,46.26%,53.74%,Montreal Canadiens 113,4.74%,113,-125,46.95%,55.56%,Montreal Canadiens,6.79%,New York Islanders,-9.30%,170,W,7.67,,,,,,,,,,,,,,,
11/5/2018,7:05 PM,Boston Bruins,Dallas Stars,-144,130,64.88%,35.12%,Boston Bruins -144,4.88%,130,-144,43.48%,59.02%,Dallas Stars,-8.36%,Boston Bruins,5.86%,147,W,5.86,,,,,,,,,,,,,,,
11/5/2018,9:05 PM,Arizona Coyotes,Philadelphia Flyers,-116,105,57.11%,42.89%,Arizona Coyotes -116,0.61%,105,-116,48.78%,53.70%,Philadelphia Flyers,-5.89%,Arizona Coyotes,3.41%,85,L,-3.95,,,,,,,,,,,,,,,
11/6/2018,7:05 PM,Columbus Blue Jackets,Dallas Stars,-155,140,54.68%,45.32%,Dallas Stars 140,4.02%,140,-155,41.67%,60.78%,Dallas Stars,3.65%,Columbus Blue Jackets,-6.10%,91,L,-3.65,,,,,,,,,,,,,,,
11/6/2018,7:05 PM,Toronto Maple Leafs,Vegas Golden Knights,-133,120,56.61%,43.39%,Toronto Maple Leafs -133,0.71%,120,-133,45.45%,57.08%,Vegas Golden Knights,-2.06%,Toronto Maple Leafs,-0.47%,,,,,,,,,,,,,,,,,,
11/6/2018,7:35 PM,Ottawa Senators,New Jersey Devils,118,-130,42.21%,57.79%,New Jersey Devils -130,1.09%,-130,118,56.52%,45.87%,New Jersey Devils,1.27%,Ottawa Senators,-3.66%,,,,,,,,,,,,,,,,,,
11/6/2018,7:35 PM,Tampa Bay Lightning,Edmonton Oilers,-187,168,65.50%,34.50%,Tampa Bay Lightning -187,0.80%,168,-187,37.31%,65.16%,Edmonton Oilers,-2.81%,Tampa Bay Lightning,0.34%,,,,,,,,,,,,,,,,,,
11/6/2018,8:05 PM,St. Louis Blues,Carolina Hurricanes,105,-116,46.41%,53.59%,Carolina Hurricanes -116,1.39%,-116,105,53.70%,48.78%,Carolina Hurricanes,-0.11%,St. Louis Blues,-2.37%,,,,,,,,,,,,,,,,,,
11/6/2018,10:35 PM,San Jose Sharks,Minnesota Wild,-149,135,52.43%,47.57%,Minnesota Wild 135,5.17%,135,-149,42.55%,59.84%,Minnesota Wild,5.02%,San Jose Sharks,-7.41%,125,L,-5.02,,,,,,,,,,,,,,,
11/6/2018,10:35 PM,Los Angeles Kings,Anaheim Ducks,-146,132,54.49%,45.51%,Anaheim Ducks 132,0.91%,132,-146,43.10%,59.35%,Anaheim Ducks,2.41%,Los Angeles Kings,-4.86%,,L,,,,,,,,,,,,,,,,
11/7/2018,7:40 PM,Washington Capitals,Pittsburgh Penguins,-121,110,56.88%,43.12%,Washington Capitals -121,2.78%,110,-121,47.62%,54.75%,Pittsburgh Penguins,-4.50%,Washington Capitals,2.13%,,W,,,,,,,,,,,,,,,,
11/7/2018,10:15 PM,Colorado Avalanche,Nashville Predators,103,-114,41.79%,58.21%,Nashville Predators -114,3.71%,-114,103,53.27%,49.26%,Nashville Predators,4.94%,Colorado Avalanche,-7.47%,123,W,4.94,,,,,,,,,,,,,,,
11/7/2018,10:35 PM,Anaheim Ducks,Calgary Flames,120,-132,41.65%,58.35%,Calgary Flames -132,0.35%,-132,120,56.90%,45.45%,Calgary Flames,1.45%,Anaheim Ducks,-3.80%,,,,,,,,,,,,,,,,,,
11/8/2018,7:05 PM,Florida Panthers,Edmonton Oilers,-145,131,56.62%,43.38%,Edmonton Oilers 131,1.18%,131,-145,43.29%,59.18%,Edmonton Oilers,0.09%,Florida Panthers,-2.56%,,,,,,,,,,,,,,,,,,
11/8/2018,7:05 PM,Boston Bruins,Vancouver Canucks,-253,225,73.53%,26.47%,Boston Bruins -253,3.33%,225,-253,30.77%,71.67%,Vancouver Canucks,-4.30%,Boston Bruins,1.86%,,,,,,,,,,,,,,,,,,
11/8/2018,7:05 PM,Philadelphia Flyers,Arizona Coyotes,-129,117,53.86%,46.14%,Arizona Coyotes 117,1.74%,117,-129,46.08%,56.33%,Arizona Coyotes,0.06%,Philadelphia Flyers,-2.47%,,,,,,,,,,,,,,,,,,
11/8/2018,7:35 PM,Montreal Canadiens,Buffalo Sabres,-124,112,58.71%,41.29%,Montreal Canadiens -124,2.01%,112,-124,47.17%,55.36%,Buffalo Sabres,-5.88%,Montreal Canadiens,3.35%,84,L,-4.16,,,,,,,,,,,,,,,
11/8/2018,7:35 PM,Tampa Bay Lightning,New York Islanders,-214,192,69.15%,30.85%,Tampa Bay Lightning -214,0.85%,192,-214,34.25%,68.15%,New York Islanders,-3.40%,Tampa Bay Lightning,1.00%,,,,,,,,,,,,,,,,,,
11/8/2018,7:35 PM,Ottawa Senators,Vegas Golden Knights,145,-161,45.49%,54.51%,Ottawa Senators 145,4.49%,-161,145,61.69%,40.82%,Vegas Golden Knights,-7.18%,Ottawa Senators,4.67%,117,L,-4.67,,,,,,,,,,,,,,,
11/8/2018,8:35 PM,Chicago Blackhawks,Carolina Hurricanes,-103,-107,43.93%,56.07%,Carolina Hurricanes -107,4.17%,-107,-103,51.69%,50.74%,Carolina Hurricanes,4.38%,Chicago Blackhawks,-6.81%,109,W,4.38,,,,,,,,,,,,,,,
11/8/2018,8:35 PM,Dallas Stars,San Jose Sharks,110,-121,43.51%,56.49%,San Jose Sharks -121,1.09%,-121,110,54.75%,47.62%,San Jose Sharks,1.74%,Dallas Stars,-4.11%,,,,,,,,,,,,,,,,,,
11/9/2018,7:05 PM,Washington Capitals,Columbus Blue Jackets,-115,104,56.89%,43.11%,Washington Capitals -115,2.99%,104,-115,49.02%,53.49%,Columbus Blue Jackets,-5.91%,Washington Capitals,3.40%,85,L,-3.91,,,,,,,,,,,,,,,
11/9/2018,7:05 PM,Toronto Maple Leafs,New Jersey Devils,-145,131,61.14%,38.86%,Toronto Maple Leafs -145,1.64%,131,-145,43.29%,59.18%,New Jersey Devils,-4.43%,Toronto Maple Leafs,1.96%,,,,,,,,,,,,,,,,,,
11/9/2018,7:35 PM,Detroit Red Wings,New York Rangers,-125,113,46.68%,53.32%,New York Rangers 113,1.62%,113,-125,46.95%,55.56%,New York Rangers,6.37%,Detroit Red Wings,-8.88%,159,L,-6.37,,,,,,,,,,,,,,,
11/9/2018,8:05 PM,Winnipeg Jets,Colorado Avalanche,-162,146,54.86%,45.14%,Colorado Avalanche 146,5.14%,146,-162,40.65%,61.83%,Colorado Avalanche,4.49%,Winnipeg Jets,-6.97%,112,L,-4.49,,,,,,,,,,,,,,,
11/9/2018,8:05 PM,St. Louis Blues,San Jose Sharks,104,-115,45.06%,54.94%,San Jose Sharks -115,0.44%,-115,104,53.49%,49.02%,San Jose Sharks,1.45%,St. Louis Blues,-3.96%,,,,,,,,,,,,,,,,,,
11/9/2018,10:05 PM,Anaheim Ducks,Minnesota Wild,-119,108,47.73%,52.27%,Minnesota Wild 108,0.37%,108,-119,48.08%,54.34%,Minnesota Wild,4.19%,Anaheim Ducks,-6.61%,105,W,4.53,,,,,,,,,,,,,,,
11/10/2018,1:05 PM,Buffalo Sabres,Vancouver Canucks,-164,148,54.70%,45.30%,Vancouver Canucks 148,4.30%,148,-164,40.32%,62.12%,Vancouver Canucks,4.98%,Buffalo Sabres,-7.42%,124,L,-4.98,,,,,,,,,,,,,,,
11/10/2018,1:05 PM,Philadelphia Flyers,Chicago Blackhawks,-130,118,49.53%,50.47%,Chicago Blackhawks 118,4.17%,118,-130,45.87%,56.52%,Chicago Blackhawks,4.60%,Philadelphia Flyers,-6.99%,115,L,-4.6,,,,,,,,,,,,,,,
11/10/2018,2:05 PM,Dallas Stars,Nashville Predators,130,-144,42.11%,57.89%,Nashville Predators -144,0.79%,-144,130,59.02%,43.48%,Nashville Predators,-1.13%,Dallas Stars,-1.37%,,,,,,,,,,,,,,,,,,
11/10/2018,7:05 PM,Carolina Hurricanes,Detroit Red Wings,-239,213,71.54%,28.46%,Carolina Hurricanes -239,1.04%,213,-239,31.95%,70.50%,Detroit Red Wings,-3.49%,Carolina Hurricanes,1.04%,,,,,,,,,,,,,,,,,,
11/10/2018,7:05 PM,Columbus Blue Jackets,New York Rangers,-189,170,67.63%,32.37%,Columbus Blue Jackets -189,1.73%,170,-189,37.04%,65.40%,New York Rangers,-4.67%,Columbus Blue Jackets,2.23%,,L,,,,,,,,,,,,,,,,
11/10/2018,7:05 PM,Florida Panthers,New York Islanders,-179,161,59.92%,40.08%,New York Islanders 161,1.58%,161,-179,38.31%,64.16%,New York Islanders,1.77%,Florida Panthers,-4.24%,,,,,,,,,,,,,,,,,,
11/10/2018,7:05 PM,Boston Bruins,Toronto Maple Leafs,-153,138,54.12%,45.88%,Toronto Maple Leafs 138,2.38%,138,-153,42.02%,60.47%,Toronto Maple Leafs,3.86%,Boston Bruins,-6.35%,97,L,-3.86,,,,,,,,,,,,,,,
11/10/2018,7:05 PM,Pittsburgh Penguins,Arizona Coyotes,-193,173,60.01%,39.99%,Arizona Coyotes 173,4.29%,173,-193,36.63%,65.87%,Arizona Coyotes,3.36%,Pittsburgh Penguins,-5.86%,84,L,-3.36,,,,,,,,,,,,,,,
11/10/2018,7:05 PM,Montreal Canadiens,Vegas Golden Knights,111,-123,48.40%,51.60%,Montreal Canadiens 111,1.20%,-123,111,55.16%,47.39%,Vegas Golden Knights,-3.56%,Montreal Canadiens,1.01%,,,,,,,,,,,,,,,,,,
11/11/2018,3:05 PM,St. Louis Blues,Minnesota Wild,-100,-110,49.25%,50.75%,Minnesota Wild -110,0.55%,-110,-100,52.38%,50.00%,Minnesota Wild,-1.63%,St. Louis Blues,-0.75%,,,,,,,,,,,,,,,,,,
11/11/2018,5:05 PM,Washington Capitals,Arizona Coyotes,-208,186,69.46%,30.54%,Washington Capitals -208,2.56%,186,-208,34.97%,67.53%,Arizona Coyotes,-4.43%,Washington Capitals,1.93%,,,,,,,,,,,,,,,,,,
11/11/2018,5:05 PM,Florida Panthers,Ottawa Senators,-230,205,75.83%,24.17%,Florida Panthers -230,4.43%,205,-230,32.79%,69.70%,Ottawa Senators,-8.62%,Florida Panthers,6.13%,153,W,6.13,,,,,,,,,,,,,,,
11/11/2018,7:05 PM,Winnipeg Jets,New Jersey Devils,-180,162,65.52%,34.48%,Winnipeg Jets -180,1.62%,162,-180,38.17%,64.29%,New Jersey Devils,-3.69%,Winnipeg Jets,1.23%,,,,,,,,,,,,,,,,,,
