Date,Time,Home,Away,Home LINE,Away LINE,Home Win,Away Win,Pick,Pick value,BH Away,BH Home,Away%,Home%,Away Team,Away Edge,Home Team,Home Edge,Risk,Result,Result Unit,Away Team,Home Team,MP Away,,,,MP Home,MP Away,MP Home,MP Away Edge,MP Home edge,Team,Risk,Result,
56.3%",,7:00 PM ET,,"Chance of Winning:
43.7%",56.30%,43.70%,3.92%,-8.68%,Minnesota Wild,98,L,-4.31
2/5/2019,7:05 PM,Boston Bruins,New York Islanders,-157,142,66.12%,33.88%,Boston Bruins -157,5.22%,145,-165,40.82%,62.26%,New York Islanders,-6.94%,Boston Bruins,3.86%,96,W,3.86,,,"Chance of Winning:
39.1%",,7:00 PM ET,,"Chance of Winning:
60.9%",39.10%,60.90%,-1.72%,-1.36%,,,,
2/5/2019,7:05 PM,Florida Panthers,St. Louis Blues,-104,-106,53.47%,46.53%,Florida Panthers -104,2.47%,-110,-110,52.38%,52.38%,St. Louis Blues,-5.85%,Florida Panthers,1.09%,,,,,,"Chance of Winning:
52.0%",,7:00 PM ET,,"Chance of Winning:
48.0%",52.00%,48.00%,-0.38%,-4.38%,,,,
2/5/2019,7:05 PM,Pittsburgh Penguins,Carolina Hurricanes,-156,141,65.30%,34.70%,Pittsburgh Penguins -156,4.40%,115,-135,46.51%,57.45%,Carolina Hurricanes,-11.81%,Pittsburgh Penguins,7.85%,196,L,-10.6,,,"Chance of Winning:
41.9%",,7:00 PM ET,,"Chance of Winning:
58.1%",41.90%,58.10%,-4.61%,0.65%,,,,
2/5/2019,7:35 PM,Montreal Canadiens,Anaheim Ducks,-215,193,68.62%,31.38%,Montreal Canadiens -215,0.32%,185,-215,35.09%,68.25%,Anaheim Ducks,-3.71%,Montreal Canadiens,0.37%,,,,,,"Chance of Winning:
31.4%",,7:30 PM ET,,"Chance of Winning:
68.6%",31.40%,68.60%,-3.69%,0.35%,,,,
2/5/2019,7:35 PM,Tampa Bay Lightning,Vegas Golden Knights,-146,132,59.82%,40.18%,Tampa Bay Lightning -146,0.52%,130,-150,43.48%,60.00%,Vegas Golden Knights,-3.30%,Tampa Bay Lightning,-0.18%,,L,,,,"Chance of Winning:
31.4%",,7:30 PM ET,,"Chance of Winning:
68.6%",31.40%,68.60%,-12.08%,8.60%,Tampa Bay Lightning,215,L,-12.9
2/5/2019,8:05 PM,Nashville Predators,Arizona Coyotes,-280,248,77.29%,22.71%,Nashville Predators -280,3.59%,240,-300,29.41%,75.00%,Arizona Coyotes,-6.70%,Nashville Predators,2.29%,,,,,,"Chance of Winning:
31.4%",,7:30 PM ET,,"Chance of Winning:
68.6%",31.40%,68.60%,1.99%,-6.40%,,,,
2/5/2019,8:05 PM,Winnipeg Jets,San Jose Sharks,-125,113,61.08%,38.92%,Winnipeg Jets -125,4.58%,105,-125,48.78%,55.56%,San Jose Sharks,-9.86%,Winnipeg Jets,5.52%,138,L,-6.91,,,"Chance of Winning:
54.6%",,8:00 PM ET,,"Chance of Winning:
45.4%",54.60%,45.40%,5.82%,-10.16%,San Jose Sharks,145,W,6.11
2/5/2019,9:05 PM,Colorado Avalanche,Columbus Blue Jackets,-119,108,47.59%,52.41%,Columbus Blue Jackets 108,4.31%,100,-120,50.00%,54.55%,Columbus Blue Jackets,2.41%,Colorado Avalanche,-6.96%,,,,,,"Chance of Winning:
50.8%",,9:00 PM ET,,"Chance of Winning:
49.2%",50.80%,49.20%,0.80%,-5.35%,,,,
2/5/2019,9:05 PM,Edmonton Oilers,Chicago Blackhawks,-134,121,60.74%,39.26%,Edmonton Oilers -134,4.04%,115,-135,46.51%,57.45%,Chicago Blackhawks,-7.25%,Edmonton Oilers,3.29%,82,L,-4.45,,,"Chance of Winning:
45.9%",,9:00 PM ET,,"Chance of Winning:
54.1%",45.90%,54.10%,-0.61%,-3.35%,,,,
2/6/2019,7:35 PM,Toronto Maple Leafs,Ottawa Senators,-310,273,75.54%,24.46%,Toronto Maple Leafs -310,0.54%,265,-330,27.40%,76.74%,Ottawa Senators,-2.94%,Toronto Maple Leafs,-1.20%,,L,,,,"Chance of Winning:
34.7%",,7:30 PM ET,,"Chance of Winning:
65.3%",34.70%,65.30%,7.30%,-11.44%,Ottawa Senators,183,L,-7.3
2/6/2019,8:05 PM,New York Rangers,Boston Bruins,136,-150,39.23%,60.77%,Boston Bruins -150,1.57%,-150,135,60.00%,42.55%,Boston Bruins,0.77%,New York Rangers,-3.32%,,W,,,,"Chance of Winning:
51.0%",,8:00 PM ET,,"Chance of Winning:
49.0%",51.00%,49.00%,-9.00%,6.45%,New York Rangers,161,W,8.7
2/7/2019,7:05 PM,New Jersey Devils,New York Islanders,118,-130,41.86%,58.14%,New York Islanders -130,1.64%,-140,120,58.33%,45.45%,New York Islanders,-0.19%,New Jersey Devils,-3.59%,,,,,,"Chance of Winning:
50.9%",,7:00 PM ET,,"Chance of Winning:
49.1%",50.90%,49.10%,-7.43%,3.65%,New Jersey Devils,91,L,-3.65
2/7/2019,7:05 PM,Florida Panthers,Pittsburgh Penguins,116,-128,40.30%,59.70%,Pittsburgh Penguins -128,3.60%,-115,-105,53.49%,51.22%,Pittsburgh Penguins,6.21%,Florida Panthers,-10.92%,155,L,-7.14,,,"Chance of Winning:
53.7%",,7:00 PM ET,,"Chance of Winning:
46.3%",53.70%,46.30%,0.21%,-4.92%,,,,
2/7/2019,7:05 PM,Buffalo Sabres,Carolina Hurricanes,103,-114,41.61%,58.39%,Carolina Hurricanes -114,5.09%,-115,-105,53.49%,51.22%,Carolina Hurricanes,4.90%,Buffalo Sabres,-9.61%,123,W,4.9,,,"Chance of Winning:
55.3%",,7:00 PM ET,,"Chance of Winning:
44.7%",55.30%,44.70%,1.81%,-6.52%,,,,
2/7/2019,7:05 PM,Philadelphia Flyers,Los Angeles Kings,-170,153,67.65%,32.35%,Philadelphia Flyers -170,4.65%,140,-160,41.67%,61.54%,Los Angeles Kings,-9.32%,Philadelphia Flyers,6.11%,153,L,-9.78,,,"Chance of Winning:
45.1%",,7:00 PM ET,,"Chance of Winning:
54.9%",45.10%,54.90%,3.43%,-6.64%,Los Angeles Kings,86,W,4.81
2/7/2019,7:05 PM,Washington Capitals,Colorado Avalanche,-140,127,60.50%,39.50%,Washington Capitals -140,2.20%,125,-145,44.44%,59.18%,Colorado Avalanche,-4.94%,Washington Capitals,1.32%,,,,,,"Chance of Winning:
50.3%",,7:00 PM ET,,"Chance of Winning:
49.7%",50.30%,49.70%,5.86%,-9.48%,Colorado Avalanche,146,L,-5.86
2/7/2019,7:35 PM,Ottawa Senators,Anaheim Ducks,-110,-100,57.43%,42.57%,Ottawa Senators -110,5.03%,100,-120,50.00%,54.55%,Anaheim Ducks,-7.43%,Ottawa Senators,2.88%,,,,,,"Chance of Winning:
42.2%",,7:30 PM ET,,"Chance of Winning:
57.8%",42.20%,57.80%,-7.80%,3.25%,Ottawa Senators,81,W,3.25
2/7/2019,7:35 PM,Montreal Canadiens,Winnipeg Jets,-103,-107,44.67%,55.33%,Winnipeg Jets -107,3.63%,-110,-110,52.38%,52.38%,Winnipeg Jets,2.95%,Montreal Canadiens,-7.71%,,,,,,"Chance of Winning:
43.0%",,7:30 PM ET,,"Chance of Winning:
57.0%",43.00%,57.00%,-9.38%,4.62%,Montreal Canadiens,115,W,4.62
2/7/2019,7:35 PM,Tampa Bay Lightning,St. Louis Blues,-170,153,63.06%,36.94%,Tampa Bay Lightning -170,0.06%,165,-190,37.74%,65.52%,St. Louis Blues,-0.80%,Tampa Bay Lightning,-2.46%,,,,,,"Chance of Winning:
45.6%",,7:30 PM ET,,"Chance of Winning:
54.4%",45.60%,54.40%,7.86%,-11.12%,St. Louis Blues,197,W,12.98
2/7/2019,7:35 PM,Detroit Red Wings,Vegas Golden Knights,145,-161,37.62%,62.38%,Vegas Golden Knights -161,0.68%,-170,150,62.96%,40.00%,Vegas Golden Knights,-0.58%,Detroit Red Wings,-2.38%,,,,,,"Chance of Winning:
53.4%",,7:30 PM ET,,"Chance of Winning:
46.6%",53.40%,46.60%,-9.56%,6.60%,Detroit Red Wings,165,L,-6.6
2/7/2019,8:05 PM,Nashville Predators,Dallas Stars,-172,155,66.66%,33.34%,Nashville Predators -172,3.46%,140,-160,41.67%,61.54%,Dallas Stars,-8.33%,Nashville Predators,5.12%,128,W,5.12,,,"Chance of Winning:
42.7%",,8:00 PM ET,,"Chance of Winning:
57.3%",42.70%,57.30%,1.03%,-4.24%,,,,
2/7/2019,8:05 PM,Minnesota Wild,Edmonton Oilers,-173,156,67.13%,32.87%,Minnesota Wild -173,3.73%,150,-170,40.00%,62.96%,Edmonton Oilers,-7.13%,Minnesota Wild,4.17%,104,L,-7.08,,,"Chance of Winning:
37.4%",,8:00 PM ET,,"Chance of Winning:
62.6%",37.40%,62.60%,-2.60%,-0.36%,,,,
2/7/2019,8:35 PM,Chicago Blackhawks,Vancouver Canucks,-133,120,49.47%,50.53%,Vancouver Canucks 120,5.03%,110,-130,47.62%,56.52%,Vancouver Canucks,2.91%,Chicago Blackhawks,-7.05%,,,,,,"Chance of Winning:
47.6%",,8:30 PM ET,,"Chance of Winning:
52.4%",47.60%,52.40%,-0.02%,-4.12%,,,,
2/7/2019,9:05 PM,Arizona Coyotes,Columbus Blue Jackets,117,-129,41.08%,58.92%,Columbus Blue Jackets -129,2.62%,-130,110,56.52%,47.62%,Columbus Blue Jackets,2.40%,Arizona Coyotes,-6.54%,,,,,,"Chance of Winning:
54.4%",,9:00 PM ET,,"Chance of Winning:
45.6%",54.40%,45.60%,-2.12%,-2.02%,,,,
2/7/2019,9:05 PM,Calgary Flames,San Jose Sharks,-135,122,50.04%,49.96%,San Jose Sharks 122,4.96%,120,-140,45.45%,58.33%,San Jose Sharks,4.51%,Calgary Flames,-8.29%,113,W,5.41,,,"Chance of Winning:
56.1%",,9:00 PM ET,,"Chance of Winning:
43.9%",56.10%,43.90%,10.65%,-14.43%,San Jose Sharks,266,W,12.77
2/8/2019,8:05 PM,New York Rangers,Carolina Hurricanes,100,-110,45.79%,54.21%,Carolina Hurricanes -110,2.31%,-110,-110,52.38%,52.38%,Carolina Hurricanes,1.83%,New York Rangers,-6.59%,,,,,,52.80%,,,,47.20%,2.80%,7.20%,-49.58%,-45.18%,,,,
2/9/2019,1:05 PM,Philadelphia Flyers,Anaheim Ducks,-208,186,71.41%,28.59%,Philadelphia Flyers -208,3.91%,185,-215,35.09%,68.25%,Anaheim Ducks,-6.50%,Philadelphia Flyers,3.16%,79,W,3.16,,,"Chance of Winning:
41.1%",,1:00 PM ET,,"Chance of Winning:
58.9%",41.10%,58.90%,6.01%,-9.35%,Anaheim Ducks,150,L,-6.01
2/9/2019,1:05 PM,Boston Bruins,Los Angeles Kings,-235,210,70.52%,29.48%,Boston Bruins -235,0.42%,200,-240,33.33%,70.59%,Los Angeles Kings,-3.85%,Boston Bruins,-0.07%,,,,,,"Chance of Winning:
34.5%",,1:00 PM ET,,"Chance of Winning:
65.5%",34.50%,65.50%,1.17%,-5.09%,,,,
2/9/2019,1:05 PM,New Jersey Devils,Minnesota Wild,111,-122,41.24%,58.76%,Minnesota Wild -122,3.76%,-130,110,56.52%,47.62%,Minnesota Wild,2.24%,New Jersey Devils,-6.38%,,,,,,"Chance of Winning:
53.5%",,1:00 PM ET,,"Chance of Winning:
46.5%",53.50%,46.50%,-3.02%,-1.12%,,,,
2/9/2019,1:05 PM,New York Islanders,Colorado Avalanche,-140,127,61.04%,38.96%,New York Islanders -140,2.74%,125,-145,44.44%,59.18%,Colorado Avalanche,-5.48%,New York Islanders,1.86%,,,,,,"Chance of Winning:
42.2%",,1:00 PM ET,,"Chance of Winning:
57.8%",42.20%,57.80%,-2.24%,-1.38%,,,,
2/9/2019,1:05 PM,Buffalo Sabres,Detroit Red Wings,-149,135,60.68%,39.32%,Buffalo Sabres -149,0.88%,125,-145,44.44%,59.18%,Detroit Red Wings,-5.12%,Buffalo Sabres,1.50%,,,,,,"Chance of Winning:
45.8%",,1:00 PM ET,,"Chance of Winning:
54.2%",45.80%,54.20%,1.36%,-4.98%,,,,
2/9/2019,2:05 PM,Ottawa Senators,Winnipeg Jets,149,-165,37.56%,62.44%,Winnipeg Jets -165,0.14%,-155,135,60.78%,42.55%,Winnipeg Jets,1.66%,Ottawa Senators,-4.99%,,,,,,"Chance of Winning:
49.0%",,2:00 PM ET,,"Chance of Winning:
51.0%",49.00%,51.00%,-11.78%,8.45%,Ottawa Senators,211,W,11.4
2/9/2019,2:05 PM,St. Louis Blues,Nashville Predators,-116,105,48.94%,51.06%,Nashville Predators 105,2.26%,100,-120,50.00%,54.55%,Nashville Predators,1.06%,St. Louis Blues,-5.61%,,,,,,"Chance of Winning:
38.0%",,2:00 PM ET,,"Chance of Winning:
62.0%",38.00%,62.00%,-12.00%,7.45%,St. Louis Blues,186,W,7.45
2/9/2019,4:05 PM,Arizona Coyotes,Dallas Stars,111,-123,40.43%,59.57%,Dallas Stars -123,4.37%,-125,105,55.56%,48.78%,Dallas Stars,4.01%,Arizona Coyotes,-8.35%,100,L,-5.02,,,"Chance of Winning:
46.0%",,4:00 PM ET,,"Chance of Winning:
54.0%",46.00%,54.00%,-9.56%,5.22%,Arizona Coyotes,130,W,5.48
2/9/2019,7:05 PM,Edmonton Oilers,San Jose Sharks,124,-137,41.48%,58.52%,San Jose Sharks -137,0.72%,-140,120,58.33%,45.45%,San Jose Sharks,0.19%,Edmonton Oilers,-3.97%,,,,,,"Chance of Winning:
63.1%",,7:00 PM ET,,"Chance of Winning:
36.9%",63.10%,36.90%,4.77%,-8.55%,San Jose Sharks,119,W,4.77
2/9/2019,7:05 PM,Washington Capitals,Florida Panthers,-160,144,64.09%,35.91%,Washington Capitals -160,2.59%,140,-160,41.67%,61.54%,Florida Panthers,-5.76%,Washington Capitals,2.55%,,,,,,"Chance of Winning:
40.4%",,7:00 PM ET,,"Chance of Winning:
59.6%",40.40%,59.60%,-1.27%,-1.94%,,,,
2/9/2019,7:05 PM,Tampa Bay Lightning,Pittsburgh Penguins,-178,160,64.78%,35.22%,Tampa Bay Lightning -178,0.78%,160,-180,38.46%,64.29%,Pittsburgh Penguins,-3.24%,Tampa Bay Lightning,0.49%,,,,,,"Chance of Winning:
42.6%",,7:00 PM ET,,"Chance of Winning:
57.4%",42.60%,57.40%,4.14%,-6.89%,Pittsburgh Penguins,103,L,-4.14
2/9/2019,7:05 PM,Montreal Canadiens,Toronto Maple Leafs,107,-118,52.12%,47.88%,Montreal Canadiens 107,3.82%,-120,100,54.55%,50.00%,Toronto Maple Leafs,-6.67%,Montreal Canadiens,2.12%,,,,,,"Chance of Winning:
47.7%",,7:00 PM ET,,"Chance of Winning:
52.3%",47.70%,52.30%,-6.85%,2.30%,,,,
2/9/2019,10:05 PM,Vancouver Canucks,Calgary Flames,145,-161,37.31%,62.69%,Calgary Flames -161,0.99%,-165,140,62.26%,41.67%,Calgary Flames,0.43%,Vancouver Canucks,-4.36%,,,,,,"Chance of Winning:
53.3%",,10:00 PM ET,,"Chance of Winning:
46.7%",53.30%,46.70%,-8.96%,5.03%,Vancouver Canucks,126,W,7.05
2/9/2019,10:05 PM,Vegas Golden Knights,Columbus Blue Jackets,-155,140,65.70%,34.30%,Vegas Golden Knights -155,4.90%,160,-180,38.46%,64.29%,Columbus Blue Jackets,-4.16%,Vegas Golden Knights,1.41%,,,,,,"Chance of Winning:
42.6%",,10:00 PM ET,,"Chance of Winning:
57.4%",42.60%,57.40%,4.14%,-6.89%,Columbus Blue Jackets,103,W,6.62
2/10/2019,12:35 PM,Nashville Predators,St. Louis Blues,-141,128,61.30%,38.70%,Nashville Predators -141,2.80%,125,-145,44.44%,59.18%,St. Louis Blues,-5.74%,Nashville Predators,2.12%,,,,,,"Chance of Winning:
52.1%",,12:30 PM ET,,"Chance of Winning:
47.9%",52.10%,47.90%,7.66%,-11.28%,St. Louis Blues,191,W,9.57
2/10/2019,3:05 PM,Chicago Blackhawks,Detroit Red Wings,-152,137,62.77%,37.23%,Chicago Blackhawks -152,2.47%,140,-160,41.67%,61.54%,Detroit Red Wings,-4.44%,Chicago Blackhawks,1.23%,,,,,,"Chance of Winning:
52.0%",,3:00 PM ET,,"Chance of Winning:
48.0%",52.00%,48.00%,10.33%,-13.54%,Detroit Red Wings,258,L,-10.33
2/10/2019,3:05 PM,Buffalo Sabres,Winnipeg Jets,117,-129,40.85%,59.15%,Winnipeg Jets -129,2.85%,-130,110,56.52%,47.62%,Winnipeg Jets,2.63%,Buffalo Sabres,-6.77%,,,,,,"Chance of Winning:
49.2%",,3:00 PM ET,,"Chance of Winning:
50.8%",49.20%,50.80%,-7.32%,3.18%,Buffalo Sabres,80,L,-3.18
2/10/2019,3:05 PM,Boston Bruins,Colorado Avalanche,-183,165,67.02%,32.98%,Boston Bruins -183,2.32%,165,-190,37.74%,65.52%,Colorado Avalanche,-4.76%,Boston Bruins,1.50%,,,,,,"Chance of Winning:
41.1%",,3:00 PM ET,,"Chance of Winning:
58.9%",41.10%,58.90%,3.36%,-6.62%,Colorado Avalanche,84,L,-3.36
2/10/2019,3:05 PM,New Jersey Devils,Carolina Hurricanes,144,-160,37.13%,62.87%,Carolina Hurricanes -160,1.37%,-160,140,61.54%,41.67%,Carolina Hurricanes,1.33%,New Jersey Devils,-4.54%,,,,,,"Chance of Winning:
56.7%",,3:00 PM ET,,"Chance of Winning:
43.3%",56.70%,43.30%,-4.84%,1.63%,,,,
2/10/2019,3:05 PM,New York Islanders,Minnesota Wild,-140,127,60.67%,39.33%,New York Islanders -140,2.37%,120,-140,45.45%,58.33%,Minnesota Wild,-6.12%,New York Islanders,2.34%,,,,,,"Chance of Winning:
43.0%",,3:00 PM ET,,"Chance of Winning:
57.0%",43.00%,57.00%,-2.45%,-1.33%,,,,
2/10/2019,6:05 PM,Florida Panthers,Tampa Bay Lightning,129,-143,40.77%,59.23%,Tampa Bay Lightning -143,0.43%,-125,105,55.56%,48.78%,Tampa Bay Lightning,3.67%,Florida Panthers,-8.01%,92,W,3.67,,,"Chance of Winning:
55.4%",,6:00 PM ET,,"Chance of Winning:
44.6%",55.40%,44.60%,-0.16%,-4.18%,,,,
2/10/2019,7:05 PM,New York Rangers,Toronto Maple Leafs,135,-149,38.22%,61.78%,Toronto Maple Leafs -149,1.98%,-160,140,61.54%,41.67%,Toronto Maple Leafs,0.24%,New York Rangers,-3.45%,,,,,,"Chance of Winning:
54.1%",,7:00 PM ET,,"Chance of Winning:
45.9%",54.10%,45.90%,-7.44%,4.23%,New York Rangers,106,W,5.93
2/11/2019,7:05 PM,Philadelphia Flyers,Pittsburgh Penguins,106,-117,44.98%,55.02%,Pittsburgh Penguins -117,1.12%,-120,100,54.55%,50.00%,Pittsburgh Penguins,0.47%,Philadelphia Flyers,-5.02%,,,,,,"Chance of Winning:
51.8%",,"07:00 PM ET
Monday February 11, 2019",,"Chance of Winning:
48.2%",51.80%,48.20%,-2.75%,-1.80%,,,,
2/11/2019,7:05 PM,Washington Capitals,Los Angeles Kings,-180,162,64.62%,35.38%,Washington Capitals -180,0.32%,160,-180,38.46%,64.29%,Los Angeles Kings,-3.08%,Washington Capitals,0.33%,,,,,,"Chance of Winning:
43.9%",,"07:00 PM ET
Monday February 11, 2019",,"Chance of Winning:
56.1%",43.90%,56.10%,5.44%,-8.19%,Los Angeles Kings,136,L,-5.44
2/11/2019,10:05 PM,Vancouver Canucks,San Jose Sharks,142,-157,38.25%,61.75%,San Jose Sharks -157,0.65%,-170,150,62.96%,40.00%,San Jose Sharks,-1.21%,Vancouver Canucks,-1.75%,,,,,,"Chance of Winning:
61.3%",,"10:00 PM ET
Monday February 11, 2019",,"Chance of Winning:
38.7%",61.30%,38.70%,-1.66%,-1.30%,,,,
2/12/2019,7:05 PM,Florida Panthers,Dallas Stars,-110,100,56.16%,43.84%,Florida Panthers -110,3.76%,100,-120,50.00%,54.55%,Dallas Stars,-6.16%,Florida Panthers,1.61%,,,,,,"Chance of Winning:
46.2%",,7:00 PM ET,,"Chance of Winning:
53.8%",46.20%,53.80%,-3.80%,-0.75%,,,,
2/12/2019,7:05 PM,Buffalo Sabres,New York Islanders,114,-126,40.94%,59.06%,New York Islanders -126,3.26%,-125,105,55.56%,48.78%,New York Islanders,3.50%,Buffalo Sabres,-7.84%,88,W,3.5,,,"Chance of Winning:
49.8%",,7:00 PM ET,,"Chance of Winning:
50.2%",49.80%,50.20%,-5.76%,1.42%,,,,
2/12/2019,7:05 PM,Columbus Blue Jackets,Washington Capitals,-143,129,52.71%,47.29%,Washington Capitals 129,3.59%,125,-145,44.44%,59.18%,Washington Capitals,2.85%,Columbus Blue Jackets,-6.47%,,,,,,"Chance of Winning:
41.4%",,7:00 PM ET,,"Chance of Winning:
58.6%",41.40%,58.60%,-3.04%,-0.58%,,,,
2/12/2019,7:05 PM,Boston Bruins,Chicago Blackhawks,-199,179,67.93%,32.07%,Boston Bruins -199,1.33%,165,-190,37.74%,65.52%,Chicago Blackhawks,-5.67%,Boston Bruins,2.41%,,,,,,"Chance of Winning:
34.7%",,7:00 PM ET,,"Chance of Winning:
65.3%",34.70%,65.30%,-3.04%,-0.22%,,,,
2/12/2019,7:35 PM,Ottawa Senators,Carolina Hurricanes,129,-143,40.57%,59.43%,Carolina Hurricanes -143,0.63%,-145,125,59.18%,44.44%,Carolina Hurricanes,0.25%,Ottawa Senators,-3.87%,,,,,,"Chance of Winning:
53.0%",,7:30 PM ET,,"Chance of Winning:
47.0%",53.00%,47.00%,-6.18%,2.56%,,,,
2/12/2019,7:35 PM,Tampa Bay Lightning,Calgary Flames,-148,134,61.12%,38.88%,Tampa Bay Lightning -148,1.42%,125,-145,44.44%,59.18%,Calgary Flames,-5.56%,Tampa Bay Lightning,1.94%,,,,,,"Chance of Winning:
44.7%",,7:30 PM ET,,"Chance of Winning:
55.3%",44.70%,55.30%,0.26%,-3.88%,,,,
2/12/2019,8:05 PM,Minnesota Wild,Philadelphia Flyers,-161,145,63.99%,36.01%,Minnesota Wild -161,2.29%,135,-155,42.55%,60.78%,Philadelphia Flyers,-6.54%,Minnesota Wild,3.21%,80,L,-4.97,,,"Chance of Winning:
36.9%",,8:00 PM ET,,"Chance of Winning:
63.1%",36.90%,63.10%,-5.65%,2.32%,,,,
2/12/2019,8:05 PM,Winnipeg Jets,New York Rangers,-203,182,68.20%,31.80%,Winnipeg Jets -203,1.20%,185,-215,35.09%,68.25%,New York Rangers,-3.29%,Winnipeg Jets,-0.05%,,,,,,"Chance of Winning:
45.3%",,8:00 PM ET,,"Chance of Winning:
54.7%",45.30%,54.70%,10.21%,-13.55%,New York Rangers,255,L,-10.21
2/12/2019,8:05 PM,St. Louis Blues,New Jersey Devils,-220,197,72.85%,27.15%,St. Louis Blues -220,4.05%,200,-240,33.33%,70.59%,New Jersey Devils,-6.18%,St. Louis Blues,2.26%,,,,,,"Chance of Winning:
31.8%",,8:00 PM ET,,"Chance of Winning:
68.2%",31.80%,68.20%,-1.53%,-2.39%,,,,
2/12/2019,8:05 PM,Nashville Predators,Detroit Red Wings,-228,204,70.24%,29.76%,Nashville Predators -228,0.74%,205,-250,32.79%,71.43%,Detroit Red Wings,-3.03%,Nashville Predators,-1.19%,,,,,,"Chance of Winning:
41.1%",,8:00 PM ET,,"Chance of Winning:
58.9%",41.10%,58.90%,8.31%,-12.53%,Detroit Red Wings,208,W,17.04
2/12/2019,9:05 PM,Colorado Avalanche,Toronto Maple Leafs,119,-131,40.12%,59.88%,Toronto Maple Leafs -131,3.18%,-140,120,58.33%,45.45%,Toronto Maple Leafs,1.55%,Colorado Avalanche,-5.33%,,,,,,"Chance of Winning:
52.2%",,9:00 PM ET,,"Chance of Winning:
47.8%",52.20%,47.80%,-6.13%,2.35%,,,,
2/12/2019,10:05 PM,Vegas Golden Knights,Arizona Coyotes,-225,201,71.94%,28.06%,Vegas Golden Knights -225,2.74%,205,-250,32.79%,71.43%,Arizona Coyotes,-4.73%,Vegas Golden Knights,0.51%,,,,,,"Chance of Winning:
32.3%",,10:00 PM ET,,"Chance of Winning:
67.7%",32.30%,67.70%,-0.49%,-3.73%,,,,
2/13/2019,8:05 PM,Pittsburgh Penguins,Edmonton Oilers,-171,154,65.11%,34.89%,Pittsburgh Penguins -171,2.11%,155,-175,39.22%,63.64%,Edmonton Oilers,-4.33%,Pittsburgh Penguins,1.47%,,,,,,"Chance of Winning:
36.8%",,8:00 PM ET,,"Chance of Winning:
63.2%",36.80%,63.20%,-2.42%,-0.44%,,,,
2/13/2019,10:35 PM,Anaheim Ducks,Vancouver Canucks,107,-118,43.93%,56.07%,Vancouver Canucks -118,1.97%,-125,105,55.56%,48.78%,Vancouver Canucks,0.51%,Anaheim Ducks,-4.85%,,,,Vancouver Canucks,Anaheim Ducks,"Chance of Winning:
50.9%",,10:30 PM ET,,"Chance of Winning:
49.1%",50.90%,49.10%,-4.66%,0.32%,,,,
2/14/2019,7:05 PM,Florida Panthers,Calgary Flames,122,-135,40.35%,59.65%,Calgary Flames -135,2.25%,-130,110,56.52%,47.62%,Calgary Flames,3.13%,Florida Panthers,-7.27%,78,L,-4.07,Calgary Flames,Florida Panthers,"Chance of Winning:
56.0%",,7:00 PM ET,,"Chance of Winning:
44.0%",56.00%,44.00%,-0.52%,-3.62%,,,,
2/14/2019,7:05 PM,Columbus Blue Jackets,New York Islanders,-137,124,50.66%,49.34%,New York Islanders 124,4.74%,115,-135,46.51%,57.45%,New York Islanders,2.83%,Columbus Blue Jackets,-6.79%,,,,New York Islanders,Columbus Blue Jackets,"Chance of Winning:
42.1%",,7:00 PM ET,,"Chance of Winning:
57.9%",42.10%,57.90%,-4.41%,0.45%,,,,
2/14/2019,7:35 PM,Detroit Red Wings,Ottawa Senators,-133,120,62.40%,37.60%,Detroit Red Wings -133,5.30%,115,-135,46.51%,57.45%,Ottawa Senators,-8.91%,Detroit Red Wings,4.95%,124,W,4.95,Ottawa Senators,Detroit Red Wings,"Chance of Winning:
44.9%",,7:30 PM ET,,"Chance of Winning:
55.1%",44.90%,55.10%,-1.61%,-2.35%,,,,
2/14/2019,7:35 PM,Tampa Bay Lightning,Dallas Stars,-180,162,64.44%,35.56%,Tampa Bay Lightning -180,0.14%,165,-190,37.74%,65.52%,Dallas Stars,-2.18%,Tampa Bay Lightning,-1.08%,,,,Dallas Stars,Tampa Bay Lightning,"Chance of Winning:
38.4%",,7:30 PM ET,,"Chance of Winning:
61.6%",38.40%,61.60%,0.66%,-3.92%,,,,
2/14/2019,8:05 PM,Nashville Predators,Montreal Canadiens,-160,144,56.31%,43.69%,Montreal Canadiens 144,2.69%,140,-160,41.67%,61.54%,Montreal Canadiens,2.02%,Nashville Predators,-5.23%,,,,Montreal Canadiens,Nashville Predators,"Chance of Winning:
49.5%",,8:00 PM ET,,"Chance of Winning:
50.5%",49.50%,50.50%,7.83%,-11.04%,Montreal Canadiens,196,L,-7.83
2/14/2019,8:05 PM,Winnipeg Jets,Colorado Avalanche,-157,142,62.43%,37.57%,Winnipeg Jets -157,1.33%,140,-160,41.67%,61.54%,Colorado Avalanche,-4.10%,Winnipeg Jets,0.89%,,,,Colorado Avalanche,Winnipeg Jets,"Chance of Winning:
50.6%",,8:00 PM ET,,"Chance of Winning:
49.4%",50.60%,49.40%,8.93%,-12.14%,Colorado Avalanche,223,W,12.51
2/14/2019,8:35 PM,Chicago Blackhawks,New Jersey Devils,-163,147,66.77%,33.23%,Chicago Blackhawks -163,4.77%,145,-165,40.82%,62.26%,New Jersey Devils,-7.59%,Chicago Blackhawks,4.51%,113,W,4.51,New Jersey Devils,Chicago Blackhawks,"Chance of Winning:
46.9%",,8:30 PM ET,,"Chance of Winning:
53.1%",46.90%,53.10%,6.08%,-9.16%,New Jersey Devils,152,L,-6.08
